Classe,Ordem,Familia,Genero,Especie,Correspondente
Ave,Apodiformes,Trochilidae,Phaethornis,Phaethornis aethopygus,
Ave,Apodiformes,Trochilidae,Phaethornis,Phaethornis idaliae,
Ave,Apodiformes,Trochilidae,Phaethornis,Phaethornis nattereri,
Ave,Apodiformes,Trochilidae,Phaethornis,Phaethornis griseogularis,
Ave,Apodiformes,Trochilidae,Phaethornis,Phaethornis ruber,
Ave,Apodiformes,Trochilidae,Phaethornis,Phaethornis subochraceus,
Ave,Apodiformes,Trochilidae,Phaethornis,Phaethornis augusti,
Ave,Apodiformes,Trochilidae,Phaethornis,Phaethornis pretrei,
Ave,Apodiformes,Trochilidae,Phaethornis,Phaethornis eurynome,
Ave,Apodiformes,Trochilidae,Phaethornis,Phaethornis hispidus,
Ave,Apodiformes,Trochilidae,Phaethornis,Phaethornis philippii,
Ave,Apodiformes,Trochilidae,Phaethornis,Phaethornis bourcieri,
Ave,Apodiformes,Trochilidae,Phaethornis,Phaethornis superciliosus,
Ave,Apodiformes,Trochilidae,Phaethornis,Phaethornis malaris,
Ave,Apodiformes,Trochilidae,Phaethornis,Phaethornis margarettae,
Ave,Apodiformes,Trochilidae,Doryfera,Doryfera johannae,
Ave,Apodiformes,Trochilidae,Campylopterus,Campylopterus largipennis,
Ave,Apodiformes,Trochilidae,Campylopterus,Campylopterus hyperythrus,
Ave,Apodiformes,Trochilidae,Campylopterus,Campylopterus duidae,
Ave,Apodiformes,Trochilidae,Eupetomena,Eupetomena macroura,
Ave,Apodiformes,Trochilidae,Aphantochroa,Aphantochroa cirrochloris,
Ave,Apodiformes,Trochilidae,Florisuga,Florisuga mellivora,
Ave,Apodiformes,Trochilidae,Florisuga,Florisuga fusca,
Ave,Apodiformes,Trochilidae,Colibri,Colibri delphinae,
Ave,Apodiformes,Trochilidae,Colibri,Colibri coruscans,
Ave,Apodiformes,Trochilidae,Colibri,Colibri serrirostris,
Ave,Apodiformes,Trochilidae,Anthracothorax,Anthracothorax viridigula,
Ave,Apodiformes,Trochilidae,Anthracothorax,Anthracothorax nigricollis,
Ave,Apodiformes,Trochilidae,Avocettula,Avocettula recurvirostris,
Ave,Apodiformes,Trochilidae,Topaza,Topaza pella,
Ave,Apodiformes,Trochilidae,Topaza,Topaza pyra,
Ave,Apodiformes,Trochilidae,Chrysolampis,Chrysolampis mosquitus,
Ave,Apodiformes,Trochilidae,Stephanoxis,Stephanoxis lalandi,
Ave,Apodiformes,Trochilidae,Stephanoxis,Stephanoxis loddigesii,
Ave,Apodiformes,Trochilidae,Lophornis,Lophornis ornatus,
Ave,Apodiformes,Trochilidae,Lophornis,Lophornis gouldii,
Ave,Apodiformes,Trochilidae,Lophornis,Lophornis magnificus,
Ave,Apodiformes,Trochilidae,Lophornis,Lophornis chalybeus,
Ave,Apodiformes,Trochilidae,Lophornis,Lophornis pavoninus,
Ave,Apodiformes,Trochilidae,Discosura,Discosura langsdorffi,
Ave,Apodiformes,Trochilidae,Discosura,Discosura longicaudus,
Ave,Apodiformes,Trochilidae,Chlorestes,Chlorestes notata,
Ave,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon mellisugus,
Ave,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon lucidus,
Ave,Apodiformes,Trochilidae,Thalurania,Thalurania furcata,
Ave,Apodiformes,Trochilidae,Thalurania,Thalurania watertonii,
Ave,Apodiformes,Trochilidae,Thalurania,Thalurania glaucopis,
Ave,Apodiformes,Trochilidae,Hylocharis,Hylocharis sapphirina,
Ave,Apodiformes,Trochilidae,Hylocharis,Hylocharis cyanus,
Ave,Apodiformes,Trochilidae,Hylocharis,Hylocharis chrysura,
Ave,Apodiformes,Trochilidae,Chrysuronia,Chrysuronia oenone,
Ave,Apodiformes,Trochilidae,Leucochloris,Leucochloris albicollis,
Ave,Apodiformes,Trochilidae,Polytmus,Polytmus guainumbi,
Ave,Apodiformes,Trochilidae,Polytmus,Polytmus theresiae,
Ave,Apodiformes,Trochilidae,Leucippus,Leucippus chlorocercus,
Ave,Apodiformes,Trochilidae,Amazilia,Amazilia chionogaster,
Ave,Apodiformes,Trochilidae,Amazilia,Amazilia leucogaster,
Ave,Apodiformes,Trochilidae,Amazilia,Amazilia versicolor,
Ave,Apodiformes,Trochilidae,Amazilia,Amazilia rondoniae,
Ave,Apodiformes,Trochilidae,Amazilia,Amazilia brevirostris,
Ave,Apodiformes,Trochilidae,Amazilia,Amazilia fimbriata,
Ave,Apodiformes,Trochilidae,Amazilia,Amazilia lactea,
Ave,Apodiformes,Trochilidae,Amazilia,Amazilia viridigaster,
Ave,Apodiformes,Trochilidae,Heliodoxa,Heliodoxa rubricauda,
Ave,Apodiformes,Trochilidae,Heliodoxa,Heliodoxa xanthogonys,
Ave,Apodiformes,Trochilidae,Heliodoxa,Heliodoxa schreibersii,
Ave,Apodiformes,Trochilidae,Heliodoxa,Heliodoxa aurescens,
Ave,Apodiformes,Trochilidae,Augastes,Augastes scutatus,
Ave,Apodiformes,Trochilidae,Augastes,Augastes lumachella,
Ave,Apodiformes,Trochilidae,Heliothryx,Heliothryx auritus,
Ave,Apodiformes,Trochilidae,Heliactin,Heliactin bilophus,
Ave,Apodiformes,Trochilidae,Heliomaster,Heliomaster longirostris,
Ave,Apodiformes,Trochilidae,Heliomaster,Heliomaster squamosus,
Ave,Apodiformes,Trochilidae,Heliomaster,Heliomaster furcifer,
Ave,Apodiformes,Trochilidae,Calliphlox,Calliphlox amethystina,
Ave,Trogoniformes,Trogonidae,Trogon,Trogon melanurus,
Ave,Trogoniformes,Trogonidae,Trogon,Trogon viridis,
Ave,Trogoniformes,Trogonidae,Trogon,Trogon ramonianus,
Ave,Trogoniformes,Trogonidae,Trogon,Trogon surrucura,
Ave,Trogoniformes,Trogonidae,Trogon,Trogon violaceus,
Ave,Trogoniformes,Trogonidae,Trogon,Trogon curucui,
Ave,Trogoniformes,Trogonidae,Trogon,Trogon rufus,
Ave,Trogoniformes,Trogonidae,Trogon,Trogon collaris,
Ave,Trogoniformes,Trogonidae,Trogon,Trogon personatus,
Ave,Trogoniformes,Trogonidae,Pharomachrus,Pharomachrus pavoninus,
Ave,Coraciiformes,Alcedinidae,Megaceryle,Megaceryle torquata,
Ave,Coraciiformes,Alcedinidae,Chloroceryle,Chloroceryle amazona,
Ave,Coraciiformes,Alcedinidae,Chloroceryle,Chloroceryle aenea,
Ave,Coraciiformes,Alcedinidae,Chloroceryle,Chloroceryle americana,
Ave,Coraciiformes,Alcedinidae,Chloroceryle,Chloroceryle inda,
Ave,Coraciiformes,Momotidae,Electron,Electron platyrhynchum,
Ave,Coraciiformes,Momotidae,Baryphthengus,Baryphthengus martii,
Ave,Coraciiformes,Momotidae,Baryphthengus,Baryphthengus ruficapillus,
Ave,Coraciiformes,Momotidae,Momotus,Momotus momota,
Ave,Galbuliformes,Galbulidae,Galbalcyrhynchus,Galbalcyrhynchus leucotis,
Ave,Galbuliformes,Galbulidae,Galbalcyrhynchus,Galbalcyrhynchus purusianus,
Ave,Galbuliformes,Galbulidae,Brachygalba,Brachygalba albogularis,
Ave,Galbuliformes,Galbulidae,Brachygalba,Brachygalba lugubris,
Ave,Galbuliformes,Galbulidae,Jacamaralcyon,Jacamaralcyon tridactyla,
Ave,Galbuliformes,Galbulidae,Galbula,Galbula albirostris,
Ave,Galbuliformes,Galbulidae,Galbula,Galbula cyanicollis,
Ave,Galbuliformes,Galbulidae,Galbula,Galbula ruficauda,
Ave,Galbuliformes,Galbulidae,Galbula,Galbula galbula,
Ave,Galbuliformes,Galbulidae,Galbula,Galbula tombacea,
Ave,Galbuliformes,Galbulidae,Galbula,Galbula cyanescens,
Ave,Galbuliformes,Galbulidae,Galbula,Galbula chalcothorax,
Ave,Galbuliformes,Galbulidae,Galbula,Galbula leucogastra,
Ave,Galbuliformes,Galbulidae,Galbula,Galbula dea,
Ave,Galbuliformes,Galbulidae,Jacamerops,Jacamerops aureus,
Ave,Galbuliformes,Bucconidae,Notharchus,Notharchus hyperrhynchus,
Ave,Galbuliformes,Bucconidae,Notharchus,Notharchus macrorhynchos,
Ave,Galbuliformes,Bucconidae,Notharchus,Notharchus swainsoni,
Ave,Galbuliformes,Bucconidae,Notharchus,Notharchus ordii,
Ave,Galbuliformes,Bucconidae,Notharchus,Notharchus tectus,
Ave,Galbuliformes,Bucconidae,Bucco,Bucco macrodactylus,
Ave,Galbuliformes,Bucconidae,Bucco,Bucco tamatia,
Ave,Galbuliformes,Bucconidae,Bucco,Bucco capensis,
Ave,Galbuliformes,Bucconidae,Nystalus,Nystalus obamai,
Ave,Galbuliformes,Bucconidae,Nystalus,Nystalus striolatus,
Ave,Galbuliformes,Bucconidae,Nystalus,Nystalus torridus,
Ave,Galbuliformes,Bucconidae,Nystalus,Nystalus chacuru,
Ave,Galbuliformes,Bucconidae,Nystalus,Nystalus maculatus,
Ave,Galbuliformes,Bucconidae,Nystalus,Nystalus striatipectus,
Ave,Galbuliformes,Bucconidae,Malacoptila,Malacoptila fusca,
Ave,Galbuliformes,Bucconidae,Malacoptila,Malacoptila semicincta,
Ave,Galbuliformes,Bucconidae,Malacoptila,Malacoptila striata,
Ave,Galbuliformes,Bucconidae,Malacoptila,Malacoptila rufa,
Ave,Galbuliformes,Bucconidae,Micromonacha,Micromonacha lanceolata,
Ave,Galbuliformes,Bucconidae,Nonnula,Nonnula rubecula,
Ave,Galbuliformes,Bucconidae,Nonnula,Nonnula sclateri,
Ave,Galbuliformes,Bucconidae,Nonnula,Nonnula ruficapilla,
Ave,Galbuliformes,Bucconidae,Nonnula,Nonnula amaurocephala,
Ave,Galbuliformes,Bucconidae,Monasa,Monasa atra,
Ave,Galbuliformes,Bucconidae,Monasa,Monasa nigrifrons,
Ave,Galbuliformes,Bucconidae,Monasa,Monasa morphoeus,
Ave,Galbuliformes,Bucconidae,Monasa,Monasa flavirostris,
Ave,Galbuliformes,Bucconidae,Chelidoptera,Chelidoptera tenebrosa,
Ave,Piciformes,Capitonidae,Capito,Capito aurovirens,
Ave,Piciformes,Capitonidae,Capito,Capito dayi,
Ave,Piciformes,Capitonidae,Capito,Capito brunneipectus,
Ave,Piciformes,Capitonidae,Capito,Capito niger,
Ave,Piciformes,Capitonidae,Capito,Capito auratus,
Ave,Piciformes,Capitonidae,Eubucco,Eubucco richardsoni,
Ave,Piciformes,Capitonidae,Eubucco,Eubucco tucinkae,
Ave,Piciformes,Ramphastidae,Ramphastos,Ramphastos toco,
Ave,Piciformes,Ramphastidae,Ramphastos,Ramphastos tucanus,
Ave,Piciformes,Ramphastidae,Ramphastos,Ramphastos vitellinus,
Ave,Piciformes,Ramphastidae,Ramphastos,Ramphastos dicolorus,
Ave,Piciformes,Ramphastidae,Aulacorhynchus,Aulacorhynchus atrogularis,
Ave,Piciformes,Ramphastidae,Aulacorhynchus,Aulacorhynchus whitelianus,
Ave,Piciformes,Ramphastidae,Selenidera,Selenidera piperivora,
Ave,Piciformes,Ramphastidae,Selenidera,Selenidera reinwardtii,
Ave,Piciformes,Ramphastidae,Selenidera,Selenidera nattereri,
Ave,Piciformes,Ramphastidae,Selenidera,Selenidera gouldii,
Ave,Piciformes,Ramphastidae,Selenidera,Selenidera maculirostris,
Ave,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus bailloni,
Ave,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus viridis,
Ave,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus inscriptus,
Ave,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus bitorquatus,
Ave,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus azara,
Ave,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus flavirostris,
Ave,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus mariae,
Ave,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus aracari,
Ave,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus castanotis,
Ave,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus pluricinctus,
Ave,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus beauharnaisii,
Ave,Piciformes,Picidae,Picumnus,Picumnus aurifrons,
Ave,Piciformes,Picidae,Picumnus,Picumnus pumilus,
Ave,Piciformes,Picidae,Picumnus,Picumnus lafresnayi,
Ave,Piciformes,Picidae,Picumnus,Picumnus undulatus,
Ave,Piciformes,Picidae,Picumnus,Picumnus buffonii,
Ave,Piciformes,Picidae,Picumnus,Picumnus pernambucensis,
Ave,Piciformes,Picidae,Picumnus,Picumnus exilis,
Ave,Piciformes,Picidae,Picumnus,Picumnus spilogaster,
Ave,Piciformes,Picidae,Picumnus,Picumnus pygmaeus,
Ave,Piciformes,Picidae,Picumnus,Picumnus varzeae,
Ave,Piciformes,Picidae,Picumnus,Picumnus cirratus,
Ave,Piciformes,Picidae,Picumnus,Picumnus temminckii,
Ave,Piciformes,Picidae,Picumnus,Picumnus albosquamatus,
Ave,Piciformes,Picidae,Picumnus,Picumnus fuscus,
Ave,Piciformes,Picidae,Picumnus,Picumnus rufiventris,
Ave,Piciformes,Picidae,Picumnus,Picumnus fulvescens,
Ave,Piciformes,Picidae,Picumnus,Picumnus limae,
Ave,Piciformes,Picidae,Picumnus,Picumnus nebulosus,
Ave,Piciformes,Picidae,Picumnus,Picumnus castelnau,
Ave,Piciformes,Picidae,Picumnus,Picumnus subtilis,
Ave,Piciformes,Picidae,Melanerpes,Melanerpes candidus,
Ave,Piciformes,Picidae,Melanerpes,Melanerpes cruentatus,
Ave,Piciformes,Picidae,Melanerpes,Melanerpes flavifrons,
Ave,Piciformes,Picidae,Melanerpes,Melanerpes cactorum,
Ave,Piciformes,Picidae,Veniliornis,Veniliornis kirkii,
Ave,Piciformes,Picidae,Veniliornis,Veniliornis cassini,
Ave,Piciformes,Picidae,Veniliornis,Veniliornis affinis,
Ave,Piciformes,Picidae,Veniliornis,Veniliornis maculifrons,
Ave,Piciformes,Picidae,Veniliornis,Veniliornis passerinus,
Ave,Piciformes,Picidae,Veniliornis,Veniliornis spilogaster,
Ave,Piciformes,Picidae,Veniliornis,Veniliornis mixtus,
Ave,Piciformes,Picidae,Piculus,Piculus leucolaemus,
Ave,Piciformes,Picidae,Piculus,Piculus flavigula,
Ave,Piciformes,Picidae,Piculus,Piculus capistratus,
Ave,Piciformes,Picidae,Piculus,Piculus laemostictus,
Ave,Piciformes,Picidae,Piculus,Piculus paraensis,
Ave,Piciformes,Picidae,Piculus,Piculus chrysochloros,
Ave,Piciformes,Picidae,Piculus,Piculus polyzonus,
Ave,Piciformes,Picidae,Piculus,Piculus aurulentus,
Ave,Piciformes,Picidae,Colaptes,Colaptes rubiginosus,
Ave,Piciformes,Picidae,Colaptes,Colaptes punctigula,
Ave,Piciformes,Picidae,Colaptes,Colaptes melanochloros,
Ave,Piciformes,Picidae,Colaptes,Colaptes campestris,
Ave,Piciformes,Picidae,Celeus,Celeus torquatus,
Ave,Piciformes,Picidae,Celeus,Celeus galeatus,
Ave,Piciformes,Picidae,Celeus,Celeus ochraceus,
Ave,Piciformes,Picidae,Celeus,Celeus flavescens,
Ave,Piciformes,Picidae,Celeus,Celeus elegans,
Ave,Piciformes,Picidae,Celeus,Celeus lugubris,
Ave,Piciformes,Picidae,Celeus,Celeus undatus,
Ave,Piciformes,Picidae,Celeus,Celeus grammicus,
Ave,Piciformes,Picidae,Celeus,Celeus flavus,
Ave,Piciformes,Picidae,Celeus,Celeus spectabilis,
Ave,Piciformes,Picidae,Celeus,Celeus obrieni,
Ave,Piciformes,Picidae,Dryocopus,Dryocopus lineatus,
Ave,Piciformes,Picidae,Campephilus,Campephilus rubricollis,
Ave,Piciformes,Picidae,Campephilus,Campephilus robustus,
Ave,Piciformes,Picidae,Campephilus,Campephilus melanoleucos,
Ave,Piciformes,Picidae,Campephilus,Campephilus leucopogon,
Ave,Cariamiformes,Cariamidae,Cariama,Cariama cristata,
Ave,Falconiformes,Falconidae,Daptrius,Daptrius ater,
Ave,Falconiformes,Falconidae,Ibycter,Ibycter americanus,
Ave,Falconiformes,Falconidae,Caracara,Caracara cheriway,
Ave,Falconiformes,Falconidae,Caracara,Caracara plancus,
Ave,Falconiformes,Falconidae,Milvago,Milvago chimachima,
Ave,Falconiformes,Falconidae,Milvago,Milvago chimango,
Ave,Falconiformes,Falconidae,Herpetotheres,Herpetotheres cachinnans,
Ave,Falconiformes,Falconidae,Micrastur,Micrastur ruficollis,
Ave,Falconiformes,Falconidae,Micrastur,Micrastur gilvicollis,
Ave,Falconiformes,Falconidae,Micrastur,Micrastur mintoni,
Ave,Falconiformes,Falconidae,Micrastur,Micrastur mirandollei,
Ave,Falconiformes,Falconidae,Micrastur,Micrastur semitorquatus,
Ave,Falconiformes,Falconidae,Micrastur,Micrastur buckleyi,
Ave,Falconiformes,Falconidae,Falco,Falco tinnunculus,
Ave,Falconiformes,Falconidae,Falco,Falco sparverius,
Ave,Falconiformes,Falconidae,Falco,Falco columbarius,
Ave,Falconiformes,Falconidae,Falco,Falco aesalon,
Ave,Falconiformes,Falconidae,Falco,Falco rufigularis,
Ave,Falconiformes,Falconidae,Falco,Falco deiroleucus,
Ave,Falconiformes,Falconidae,Falco,Falco femoralis,
Ave,Falconiformes,Falconidae,Falco,Falco peregrinus,
Ave,Psittaciformes,Psittacidae,Anodorhynchus,Anodorhynchus hyacinthinus,
Ave,Psittaciformes,Psittacidae,Anodorhynchus,Anodorhynchus glaucus,
Ave,Psittaciformes,Psittacidae,Anodorhynchus,Anodorhynchus leari,
Ave,Psittaciformes,Psittacidae,Cyanopsitta,Cyanopsitta spixii,
Ave,Psittaciformes,Psittacidae,Ara,Ara ararauna,
Ave,Psittaciformes,Psittacidae,Ara,Ara macao,
Ave,Psittaciformes,Psittacidae,Ara,Ara chloropterus,
Ave,Psittaciformes,Psittacidae,Ara,Ara severus,
Ave,Psittaciformes,Psittacidae,Orthopsittaca,Orthopsittaca manilatus,
Ave,Psittaciformes,Psittacidae,Primolius,Primolius maracana,
Ave,Psittaciformes,Psittacidae,Primolius,Primolius couloni,
Ave,Psittaciformes,Psittacidae,Primolius,Primolius auricollis,
Ave,Psittaciformes,Psittacidae,Diopsittaca,Diopsittaca nobilis,
Ave,Psittaciformes,Psittacidae,Guaruba,Guaruba guarouba,
Ave,Psittaciformes,Psittacidae,Thectocercus,Thectocercus acuticaudatus,
Ave,Psittaciformes,Psittacidae,Psittacara,Psittacara leucophthalmus,
Ave,Psittaciformes,Psittacidae,Aratinga,Aratinga nenday,"Nandayus nenday"
Ave,Psittaciformes,Psittacidae,Aratinga,Aratinga auricapillus,
Ave,Psittaciformes,Psittacidae,Aratinga,Aratinga jandaya,
Ave,Psittaciformes,Psittacidae,Aratinga,Aratinga solstitialis,
Ave,Psittaciformes,Psittacidae,Aratinga,Aratinga maculata,
Ave,Psittaciformes,Psittacidae,Aratinga,Aratinga weddellii,
Ave,Psittaciformes,Psittacidae,Eupsittula,Eupsittula aurea,"Aratinga aurea"
Ave,Psittaciformes,Psittacidae,Eupsittula,Eupsittula pertinax,
Ave,Psittaciformes,Psittacidae,Eupsittula,Eupsittula cactorum,
Ave,Psittaciformes,Psittacidae,Pyrrhura,Pyrrhura cruentata,
Ave,Psittaciformes,Psittacidae,Pyrrhura,Pyrrhura devillei,
Ave,Psittaciformes,Psittacidae,Pyrrhura,Pyrrhura frontalis,
Ave,Psittaciformes,Psittacidae,Pyrrhura,Pyrrhura anerythra,
Ave,Psittaciformes,Psittacidae,Pyrrhura,Pyrrhura coerulescens,
Ave,Psittaciformes,Psittacidae,Pyrrhura,Pyrrhura perlata,
Ave,Psittaciformes,Psittacidae,Pyrrhura,Pyrrhura molinae,
Ave,Psittaciformes,Psittacidae,Pyrrhura,Pyrrhura leucotis,
Ave,Psittaciformes,Psittacidae,Pyrrhura,Pyrrhura griseipectus,
Ave,Psittaciformes,Psittacidae,Pyrrhura,Pyrrhura pfrimeri,
Ave,Psittaciformes,Psittacidae,Pyrrhura,Pyrrhura picta,
Ave,Psittaciformes,Psittacidae,Pyrrhura,Pyrrhura lucianii,
Ave,Psittaciformes,Psittacidae,Pyrrhura,Pyrrhura roseifrons,
Ave,Psittaciformes,Psittacidae,Pyrrhura,Pyrrhura amazonum,
Ave,Psittaciformes,Psittacidae,Pyrrhura,Pyrrhura snethlageae,
Ave,Psittaciformes,Psittacidae,Pyrrhura,Pyrrhura egregia,
Ave,Psittaciformes,Psittacidae,Pyrrhura,Pyrrhura melanura,
Ave,Psittaciformes,Psittacidae,Pyrrhura,Pyrrhura rupicola,
Ave,Psittaciformes,Psittacidae,Myiopsitta,Myiopsitta monachus,
Ave,Psittaciformes,Psittacidae,Forpus,Forpus passerinus,
Ave,Psittaciformes,Psittacidae,Forpus,Forpus xanthopterygius,
Ave,Psittaciformes,Psittacidae,Forpus,Forpus modestus,
Ave,Psittaciformes,Psittacidae,Forpus,Forpus sclateri,
Ave,Psittaciformes,Psittacidae,Brotogeris,Brotogeris tirica,
Ave,Psittaciformes,Psittacidae,Brotogeris,Brotogeris versicolurus,
Ave,Psittaciformes,Psittacidae,Brotogeris,Brotogeris chiriri,
Ave,Psittaciformes,Psittacidae,Brotogeris,Brotogeris cyanoptera,
Ave,Psittaciformes,Psittacidae,Brotogeris,Brotogeris chrysoptera,
Ave,Psittaciformes,Psittacidae,Brotogeris,Brotogeris sanctithomae,
Ave,Psittaciformes,Psittacidae,Nannopsittaca,Nannopsittaca panychlora,
Ave,Psittaciformes,Psittacidae,Nannopsittaca,Nannopsittaca dachilleae,
Ave,Psittaciformes,Psittacidae,Touit,Touit huetii,
Ave,Psittaciformes,Psittacidae,Touit,Touit purpuratus,
Ave,Psittaciformes,Psittacidae,Touit,Touit melanonotus,
Ave,Psittaciformes,Psittacidae,Touit,Touit surdus,
Ave,Psittaciformes,Psittacidae,Pionites,Pionites melanocephalus,
Ave,Psittaciformes,Psittacidae,Pionites,Pionites leucogaster,
Ave,Psittaciformes,Psittacidae,Pyrilia,Pyrilia vulturina,
Ave,Psittaciformes,Psittacidae,Pyrilia,Pyrilia aurantiocephala,
Ave,Psittaciformes,Psittacidae,Pyrilia,Pyrilia barrabandi,
Ave,Psittaciformes,Psittacidae,Pyrilia,Pyrilia caica,
Ave,Psittaciformes,Psittacidae,Pionopsitta,Pionopsitta pileata,
Ave,Psittaciformes,Psittacidae,Graydidascalus,Graydidascalus brachyurus,
Ave,Psittaciformes,Psittacidae,Alipiopsitta,Alipiopsitta xanthops,Apostolepis sanctaeritae
Ave,Psittaciformes,Psittacidae,Pionus,Pionus menstruus,
Ave,Psittaciformes,Psittacidae,Pionus,Pionus reichenowi,
Ave,Psittaciformes,Psittacidae,Pionus,Pionus maximiliani,
Ave,Psittaciformes,Psittacidae,Pionus,Pionus fuscus,
Ave,Psittaciformes,Psittacidae,Amazona,Amazona festiva,
Ave,Psittaciformes,Psittacidae,Amazona,Amazona vinacea,
Ave,Psittaciformes,Psittacidae,Amazona,Amazona pretrei,
Ave,Psittaciformes,Psittacidae,Amazona,Amazona kawalli,
Ave,Psittaciformes,Psittacidae,Amazona,Amazona farinosa,
Ave,Psittaciformes,Psittacidae,Amazona,Amazona brasiliensis,
Ave,Psittaciformes,Psittacidae,Amazona,Amazona amazonica,
Ave,Psittaciformes,Psittacidae,Amazona,Amazona autumnalis,
Ave,Psittaciformes,Psittacidae,Amazona,Amazona dufresniana,
Ave,Psittaciformes,Psittacidae,Amazona,Amazona rhodocorytha,
Ave,Psittaciformes,Psittacidae,Amazona,Amazona ochrocephala,
Ave,Psittaciformes,Psittacidae,Amazona,Amazona aestiva,
Ave,Psittaciformes,Psittacidae,Deroptyus,Deroptyus accipitrinus,
Ave,Psittaciformes,Psittacidae,Triclaria,Triclaria malachitacea,
Ave,Passeriformes,Thamnophilidae,Euchrepomis,Euchrepomis humeralis,
Ave,Passeriformes,Thamnophilidae,Euchrepomis,Euchrepomis spodioptila,
Ave,Passeriformes,Thamnophilidae,Myrmornis,Myrmornis torquata,
Ave,Passeriformes,Thamnophilidae,Pygiptila,Pygiptila stellaris,
Ave,Passeriformes,Thamnophilidae,Microrhopias,Microrhopias quixensis,
Ave,Passeriformes,Thamnophilidae,Myrmorchilus,Myrmorchilus strigilatus,
Ave,Passeriformes,Thamnophilidae,Neoctantes,Neoctantes niger,
Ave,Passeriformes,Thamnophilidae,Clytoctantes,Clytoctantes atrogularis,
Ave,Passeriformes,Thamnophilidae,Epinecrophylla,Epinecrophylla gutturalis,
Ave,Passeriformes,Thamnophilidae,Epinecrophylla,Epinecrophylla leucophthalma,
Ave,Passeriformes,Thamnophilidae,Epinecrophylla,Epinecrophylla haematonota,
Ave,Passeriformes,Thamnophilidae,Epinecrophylla,Epinecrophylla pyrrhonota,
Ave,Passeriformes,Thamnophilidae,Epinecrophylla,Epinecrophylla amazonica,
Ave,Passeriformes,Thamnophilidae,Epinecrophylla,Epinecrophylla dentei,
Ave,Passeriformes,Thamnophilidae,Epinecrophylla,Epinecrophylla ornata,
Ave,Passeriformes,Thamnophilidae,Epinecrophylla,Epinecrophylla erythrura,
Ave,Passeriformes,Thamnophilidae,Aprositornis,Aprositornis disjuncta,
Ave,Passeriformes,Thamnophilidae,Ammonastes,Ammonastes pelzelni,
Ave,Passeriformes,Thamnophilidae,Myrmophylax,Myrmophylax atrothorax,
Ave,Passeriformes,Thamnophilidae,Myrmochanes,Myrmochanes hemileucus,
Ave,Passeriformes,Thamnophilidae,Terenura,Terenura sicki,
Ave,Passeriformes,Thamnophilidae,Terenura,Terenura maculata,
Ave,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula brachyura,
Ave,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula obscura,
Ave,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula ambigua,
Ave,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula sclateri,
Ave,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula surinamensis,
Ave,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula multostriata,
Ave,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula cherriei,
Ave,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula klagesi,
Ave,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula axillaris,
Ave,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula sunensis,
Ave,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula minor,
Ave,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula longipennis,
Ave,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula urosticta,
Ave,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula iheringi,
Ave,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula oreni,
Ave,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula heteroptera,
Ave,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula fluminensis,
Ave,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula unicolor,
Ave,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula snowi,
Ave,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula behni,
Ave,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula menetriesii,
Ave,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula assimilis,
Ave,Passeriformes,Thamnophilidae,Formicivora,Formicivora iheringi,
Ave,Passeriformes,Thamnophilidae,Formicivora,Formicivora erythronotos,
Ave,Passeriformes,Thamnophilidae,Formicivora,Formicivora grisea,
Ave,Passeriformes,Thamnophilidae,Formicivora,Formicivora serrana,
Ave,Passeriformes,Thamnophilidae,Formicivora,Formicivora littoralis,
